API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
torch.addr,vec1,the first vector of the outer product,the first D_STRUCTURE of the outer product,,,D_STRUCTURE,,,,
torch.allclose,equal_nan,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.allclose,equal_nan,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",Default CONSTANT_BOOL,bool,,,,0,,
torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",if CONSTANT_BOOL then two ENUM will be compared as equal,bool,,,,0,,
torch.arange,end,DD: Number,ONE_WORD Number,numeric,,,,,,
torch.arange,end,the ending value for the set of points,the ending value for the set of points,,,,,,,
torch.arange,start,DF: 0,DEFAULT CONSTANT_NUM,int,,,,0,,
torch.arange,start,the starting value for the set of points. Default: `0`.,Default CONSTANT_NUM,int,,,,0,,
torch.arange,start,DD: Number,ONE_WORD Number,numeric,,,,,,
torch.arange,start,the starting value for the set of points. Default: `0`.,the starting value for the set of points,,,,,,,
torch.argmax,dim,"the dimension to reduce. If `None`, the argmax of the flattened input is returned.",If ENUM the argmax of the flattened PARAM is returned,,,,,,,
torch.argmax,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
torch.argmax,dim,"the dimension to reduce. If `None`, the argmax of the flattened input is returned.",the dimension to reduce,int,,,,0,,
torch.argsort,descending,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.argsort,descending,controls the sorting order (ascending or descending),controls the sorting order SHAPE,,,,,,,
torch.argsort,descending,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.as_strided,storage_offset,DF: 0,DEFAULT CONSTANT_NUM,int,,,,0,,
torch.as_strided,storage_offset,the offset in the underlying storage of the output tensor,the offset in the underlying storage of the output D_STRUCTURE,,,,,,,
torch.as_strided,storage_offset,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
torch.atan2,other,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.atan2,other,the second input tensor,the second PARAM D_STRUCTURE,,D_STRUCTURE,,,,,
torch.atan2,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.atan2,out,DF: None,DEFAULT None,,,,,,,
torch.atan2,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.autograd.functional.hessian,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hessian,create_graph,"If `True`, the Hessian will be computed in a differentiable manner. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hessian,create_graph,"If `True`, the Hessian will be computed in a differentiable manner. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",If CONSTANT_BOOL the Hessian will be computed in a differentiable manner,bool,,,,0,,
torch.autograd.functional.hessian,create_graph,"If `True`, the Hessian will be computed in a differentiable manner. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Note that when PARAM is CONSTANT_BOOL the result can not require gradients or be disconnected from the PARAM,,,,,,,
torch.autograd.functional.hessian,create_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.hessian,inputs,DD: tuple of Tensors or Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.functional.hessian,inputs,inputs to the function `func`.,inputs to the function PARAM,,,,,,,
torch.autograd.functional.hessian,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hessian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hessian for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hessian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hessian for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,,,0,,
torch.autograd.functional.hessian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hessian for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the hessian for said PARAM which is the expected mathematical value,bool,,,,0,,
torch.autograd.functional.hessian,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.hvp,func,a Python function that takes Tensor inputs and returns a Tensor with a single element.,a Python function that takes D_STRUCTURE PARAM and returns a D_STRUCTURE with a single element,,,,,,,
torch.autograd.functional.hvp,func,DD: function,ONE_WORD function,,,,,,,
torch.autograd.functional.hvp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hvp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hvp for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.hvp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hvp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,,,0,,
torch.autograd.functional.hvp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the hvp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the hvp for said PARAM which is the expected mathematical value,bool,,,,0,,
torch.autograd.functional.hvp,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.jacobian,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.jacobian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the jacobian for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.jacobian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the jacobian for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,,,0,,
torch.autograd.functional.jacobian,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the jacobian for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the jacobian for said PARAM which is the expected mathematical value,bool,,,,0,,
torch.autograd.functional.jacobian,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.vhp,create_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.vhp,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vhp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vhp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",If CONSTANT_BOOL both the output and result will be computed in a differentiable way,bool,,,,0,,
torch.autograd.functional.vhp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Note that when PARAM is CONSTANT_BOOL the result can not require gradients or be disconnected from the PARAM,,,,,,,
torch.autograd.functional.vhp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vhp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vhp for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vhp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vhp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,,,0,,
torch.autograd.functional.vhp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vhp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the vhp for said PARAM which is the expected mathematical value,bool,,,,0,,
torch.autograd.functional.vhp,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.vjp,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vjp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vjp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",If CONSTANT_BOOL both the output and result will be computed in a differentiable way,bool,,,,0,,
torch.autograd.functional.vjp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Note that when PARAM is CONSTANT_BOOL the result can not require gradients or be disconnected from the PARAM,,,,,,,
torch.autograd.functional.vjp,create_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.vjp,func,a Python function that takes Tensor inputs and returns a tuple of Tensors or a Tensor.,a Python function that takes D_STRUCTURE PARAM and returns a D_STRUCTURE of D_STRUCTURE,,,,,,,
torch.autograd.functional.vjp,func,DD: function,ONE_WORD function,,,,,,,
torch.autograd.functional.vjp,strict,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.functional.vjp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,,,0,,
torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the vjp for said PARAM which is the expected mathematical value,bool,,,,0,,
torch.autograd.grad,allow_unused,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.grad,allow_unused,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.autograd.grad,allow_unused,"If `False`, specifying inputs that were not used when computing outputs (and therefore their grad is always zero) is an error. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,,,0,,
torch.autograd.grad,allow_unused,"If `False`, specifying inputs that were not used when computing outputs (and therefore their grad is always zero) is an error. Defaults to `False`.",If CONSTANT_BOOL specifying PARAM that were not used when computing PARAM SHAPE is an error,bool,,,,0,,
torch.autograd.grad,inputs,DD: sequence of Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.grad,inputs,Inputs w.r.t. which the gradient will be returned (and not accumulated into `.grad`).,Inputs w r t,,,,,,,
torch.autograd.grad,inputs,Inputs w.r.t. which the gradient will be returned (and not accumulated into `.grad`).,which the gradient will be returned and not accumulated into grad,bool,,,,0,,
torch.autograd.grad,outputs,outputs of the differentiated function.,outputs of the differentiated function,,,,,,,
torch.autograd.grad,outputs,DD: sequence of Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.grad,retain_graph,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.grad,retain_graph,DF: None,DEFAULT None,,,,,,,
torch.autograd.grad,retain_graph,"If `False`, the graph used to compute the grad will be freed. Note that in nearly all cases setting this option to `True` is not needed and often can be worked around in a much more efficient way. Defaults to the value of `create_graph`.",Defaults to the value of PARAM,,,,,,,
torch.autograd.grad,retain_graph,"If `False`, the graph used to compute the grad will be freed. Note that in nearly all cases setting this option to `True` is not needed and often can be worked around in a much more efficient way. Defaults to the value of `create_graph`.",If CONSTANT_BOOL the graph used to compute the grad will be freed,bool,,,,0,,
torch.autograd.grad,retain_graph,"If `False`, the graph used to compute the grad will be freed. Note that in nearly all cases setting this option to `True` is not needed and often can be worked around in a much more efficient way. Defaults to the value of `create_graph`.",Note that in nearly all cases setting this option to CONSTANT_BOOL is not needed and often can be worked around in a much more efficient way,,,,,,,
torch.autograd.gradcheck,inputs,inputs to the function,inputs to the function,,,,,,,
torch.autograd.gradcheck,inputs,DD: tuple of Tensor or Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.gradcheck,rtol,DF: 0.001,DEFAULT CONSTANT_FLOAT,float,,,,0,,
torch.autograd.gradcheck,rtol,relative tolerance,relative tolerance,,,,,,,
torch.autograd.gradcheck,rtol,"DD: float, optional",D_TYPE optional,D_TYPE,,,,,,
torch.autograd.gradgradcheck,grad_outputs,DF: None,DEFAULT None,,,,,,,
torch.autograd.gradgradcheck,grad_outputs,The gradients with respect to the function's outputs.,The gradients with respect to the function outputs,numeric,,,,,,
torch.autograd.gradgradcheck,grad_outputs,"DD: tuple of Tensor or Tensor, optional",D_STRUCTURE of D_STRUCTURE optional,,D_STRUCTURE,D_STRUCTURE,,,,
torch.baddbmm,beta,DF: 1,DEFAULT CONSTANT_NUM,int,,,,0,,
torch.baddbmm,beta,multiplier for `input` ( beta ),multiplier for PARAM SHAPE,,,,,,,
torch.baddbmm,beta,"DD: Number, optional",Number optional,numeric,,,,,,
torch.bartlett_window,dtype,DF: None,DEFAULT None,,,,,,,
torch.bartlett_window,dtype,"the desired data type of returned tensor. Default: if `None`, uses a global default (see `torch.set_default_tensor_type()`). Only floating point types are supported.",Default if ENUM uses a global default see torch set_default_tensor_type,,,,,,,
torch.bartlett_window,dtype,"the desired data type of returned tensor. Default: if `None`, uses a global default (see `torch.set_default_tensor_type()`). Only floating point types are supported.",Only D_TYPE types are supported,,,,,,,
torch.bartlett_window,dtype,"the desired data type of returned tensor. Default: if `None`, uses a global default (see `torch.set_default_tensor_type()`). Only floating point types are supported.",the desired data type of returned D_STRUCTURE,torch.dtype,,,,,,
torch.bartlett_window,dtype,"DD: `torch.dtype`, optional",D_TYPE optional,D_TYPE,,,,,,
torch.bernoulli,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.bernoulli,out,DF: None,DEFAULT None,,,,,,,
torch.bernoulli,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bincount,weights,DF: None,DEFAULT None,,,,,,,
torch.bincount,weights,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bincount,weights,"optional, weight for each value in the input tensor. Should be of same size as input tensor.",optional weight for each value in the PARAM D_STRUCTURE,numeric,,,,,,
torch.bincount,weights,"optional, weight for each value in the input tensor. Should be of same size as input tensor.",Should be of same size as PARAM D_STRUCTURE,,,,,,,
torch.bitwise_not,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bitwise_not,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bmm,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bmm,input,the first batch of matrices to be multiplied,the first batch of matrices to be multiplied,numeric,,,,,,
torch.can_cast,from,DD: dpython:type,dpython type,torch.dtype,,,,,,
torch.can_cast,from,The original `torch.dtype`.,The original D_TYPE,D_TYPE,,,,,,
torch.can_cast,to,The target `torch.dtype`.,The target D_TYPE,D_TYPE,,,,,,
torch.can_cast,to,DD: dpython:type,dpython type,torch.dtype,,,,,,
torch.cartesian_prod,*tensors,any number of 1 dimensional tensors.,any number of CONSTANT_NUM dimensional D_STRUCTURE,int,D_STRUCTURE,,,,"[0,inf)",
torch.cat,dim,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
torch.cat,dim,DF: 0,DEFAULT CONSTANT_NUM,int,,,,0,,
torch.cat,dim,the dimension over which the tensors are concatenated,the dimension over which the D_STRUCTURE are concatenated,int,,,,0,,
torch.cat,tensors,"any python sequence of tensors of the same type. Non-empty tensors provided must have the same shape, except in the cat dimension.",any python D_STRUCTURE of D_STRUCTURE of the same type,,D_STRUCTURE,D_STRUCTURE,,,,
torch.cat,tensors,"any python sequence of tensors of the same type. Non-empty tensors provided must have the same shape, except in the cat dimension.",Non empty D_STRUCTURE provided must have the same shape except in the cat dimension,,D_STRUCTURE,,,,,
torch.cat,tensors,DD: sequence of Tensors,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.cdist,x1,input tensor of shape B  times P  times M .,input D_STRUCTURE of shape B times P times M,,D_STRUCTURE,,"[B,P,M]",,,
torch.cdist,x1,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.chain_matmul,*matrices,a sequence of 2 or more 2-D tensors whose product is to be determined.,a D_STRUCTURE of CONSTANT_NUM or more CONSTANT_NUM D D_STRUCTURE whose product is to be determined,,D_STRUCTURE,,,1,,
torch.chain_matmul,*matrices,DD: Tensors...,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cholesky_solve,input2,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cholesky_solve,input2,"input matrix u  of size (*, m, m) , where *  is zero of more batch dimensions composed of upper or lower triangular Cholesky factor",PARAM matrix u of size SHAPE where is zero of more batch dimensions composed of PARAM or lower triangular Cholesky factor,numeric,,,SHAPE,,,
torch.chunk,chunks,number of chunks to return,number of chunks to return,int,,,,0,"[0,inf)",
torch.chunk,chunks,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
torch.chunk,dim,DF: 0,DEFAULT CONSTANT_NUM,int,,,,0,,
torch.chunk,dim,dimension along which to split the tensor,dimension along which to split the D_STRUCTURE,int,,,,0,,
torch.chunk,dim,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
torch.clamp,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.clamp,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.clamp,max,DD: Number,ONE_WORD Number,numeric,,,,,,
torch.clamp,max,upper-bound of the range to be clamped to,upper bound of the range to be clamped to,,,,,,,
torch.clamp,min,lower-bound of the range to be clamped to,lower bound of the range to be clamped to,numeric,,,,,,
torch.clamp,min,DD: Number,ONE_WORD Number,numeric,,,,,,
torch.clamp,out,DF: None,DEFAULT None,,,,,,,
torch.clamp,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.clamp,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.combinations,with_replacement,"DD: boolean, optional",D_TYPE optional,D_TYPE,,,,,,
torch.combinations,with_replacement,DF: False,DEFAULT CONSTANT_BOOL,bool,,,,0,,
torch.combinations,with_replacement,whether to allow duplication in combination,whether to allow duplication in combination,bool,,,,0,,
torch.conj,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.conj,out,DF: None,DEFAULT None,,,,,,,
torch.conj,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cuda.comm.broadcast_coalesced,tensors,tensors to broadcast.,D_STRUCTURE to broadcast,,D_STRUCTURE,,,,,
torch.cuda.comm.broadcast_coalesced,tensors,DD: sequence,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
torch.cuda.comm.gather,destination,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
torch.cuda.comm.gather,destination,DF: None,DEFAULT None,,,,,,,
torch.cuda.comm.gather,destination,"output device (-1 means CPU, default: current device)",output device CONSTANT_NUM means CPU default current device,,,,,,,
torch.cuda.comm.reduce_add,inputs,an iterable of tensors to add.,an D_STRUCTURE of D_STRUCTURE to add,,D_STRUCTURE,D_STRUCTURE,,,,
torch.cuda.comm.reduce_add,inputs,DD: Iterable[Tensor],D_STRUCTURE SHAPE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.cuda.manual_seed,seed,The desired seed.,The desired seed,,,,,,,
torch.cuda.manual_seed,seed,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,,,
torch.cuda.memory_stats,device,DF: None,DEFAULT None,,,,,,,
torch.cuda.memory_stats,device,"selected device. Returns statistics for the current device, given by `current_device()`, if `device` is `None` (default).",Returns statistics for the current device given by current_device if ENUM is ENUM SHAPE,,,,,,,
torch.cuda.memory_stats,device,"selected device. Returns statistics for the current device, given by `current_device()`, if `device` is `None` (default).",selected device,,,,,,,
torch.cuda.memory_stats,device,"DD: torch.device or int, optional",torch device or D_TYPE optional,D_TYPE,,,,,,
torch.cuda.set_rng_state,device,DF: cuda,DEFAULT DF_STR,string,,,,,,
torch.cuda.set_rng_state,device,"The device to set the RNG state. Default: `'cuda'` (i.e., `torch.device('cuda')`, the current CUDA device).",Default ENUM i e torch device ENUM the current CUDA device,,,,,,,ENUM
torch.cuda.set_rng_state,device,"The device to set the RNG state. Default: `'cuda'` (i.e., `torch.device('cuda')`, the current CUDA device).",The device to set the RNG state,,,,,,,
torch.cuda.set_rng_state,device,"DD: torch.device or int, optional",torch device or D_TYPE optional,D_TYPE,,,,,,
torch.cuda.set_rng_state,new_state,The desired state,The desired state,,,,,,,
torch.cuda.set_rng_state,new_state,DD: torch.ByteTensor,ONE_WORD D_TYPE,D_TYPE,,,,,,
torch.cuda.stream,stream,selected stream. This manager is a no-op if it's `None`.,selected stream,,,,,,,
torch.cuda.stream,stream,selected stream. This manager is a no-op if it's `None`.,This manager is a no op if it ENUM,,,,,,,
torch.cuda.stream,stream,DD: Stream,ONE_WORD Stream,,,,,,,
torch.cummax,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cummax,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cummax,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
torch.cummax,out,DF: None,DEFAULT None,,,,,,,
torch.cummax,out,"the result tuple of two output tensors (values, indices)",the result D_STRUCTURE of two output D_STRUCTURE SHAPE,,,D_STRUCTURE,,,,
torch.cummin,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cummin,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.cumprod,dtype,"DD: `torch.dtype`, optional",D_TYPE optional,D_TYPE,,,,,,
torch.cumprod,dtype,DF: None,DEFAULT None,,,,,,,
torch.cumprod,dtype,"the desired data type of returned tensor. If specified, the input tensor is casted to `dtype` before the operation is performed. This is useful for preventing data type overflows. Default: None.",Default None,,,,,,,
torch.cumprod,dtype,"the desired data type of returned tensor. If specified, the input tensor is casted to `dtype` before the operation is performed. This is useful for preventing data type overflows. Default: None.",If specified the PARAM D_STRUCTURE is casted to ENUM before the operation is performed,,,,,,,
torch.cumprod,dtype,"the desired data type of returned tensor. If specified, the input tensor is casted to `dtype` before the operation is performed. This is useful for preventing data type overflows. Default: None.",the desired data type of returned D_STRUCTURE,torch.dtype,,,,,,
